,County,Implemented,Year,value,Long,Lat
921,Bay County,2002,2012,62.267,-85.63,30.24
922,Meixco Beach,2001,2012,22.255,-85.406361,29.941336
923,Panama City Beach,2009,2012,59.553,-85.805489,30.176592
924,Dania Beach,2011,2012,63,-80.14393,26.05231
925,Deerfield Beach,2000,2012,63,-80.088615,26.329422
926,Fort Lauderdale,2003,2012,63,-80.137314,26.12243
927,Hallandale Beach,2001,2012,63,-80.146024,25.986719
928,Hillsboro Beach,2007,2012,63,-82.35,27.91
929,Hollywoord,2011,2012,62.93,-80.142967,26.01128
930,Lauderdale By the Sea,2002,2012,63,-80.09643,26.19203
931,Pompano Beach,1999,2012,63,-80.122948,26.24354
932,Marco Island,1998,2012,60.929,-81.714722,25.940556
933,Jacksonville beach,2000,2012,63,-81.655647,30.332184
934,Neptune Beach,1999,2012,62.522,-81.396606,30.312866
935,Escambia COunty,2013,2012,63,-87.240372,30.433283
936,Flagler COunty,2001,2012,5.364,-81.3,29.47
937,Franklin County,1998,2012,0.304,-84.82,29.8
938,GUlf COunty,2001,2012,0,-85.24,29.9
939,Bonita SPrings,2001,2012,63,-81.7787,26.33981
940,Sanibel,1997,2012,15.644,-82.111511,26.443398
941,Anna Maria Island,2003,2012,54.566,-82.719,27.513
942,Bradenton ,1998,2012,63,-82.574821,27.498928
943,Golden Beach,1997,2012,62.778,-80.122481,25.964869
944,Miami Beach,2006,2012,63,-80.191788,25.761681
945,Sunny Isles Beach,2009,2012,62.782,-80.12166618,25.93832958
946,Village of Key Biscayne,2009,2012,61.286,-80.165059,25.6908507
947,Key West,1995,2012,62.683,-81.779984,24.555059
948,Marathon,1994,2012,42,-81.081161,24.723757
949,Monroe,1994,2012,0.218,-80.9372932,25.3128967
950,Village of Islamorada,1998,2012,36.579,-80.60816423,24.93482959
951,Destin,2004,2012,62.005,-86.495781,30.393534
952,Juno Beach,1998,2012,62.472,-80.05822,26.89307
953,Belleair Beach,2008,2012,58.627,-82.839377,27.924748
954,Clearwater,1999,2012,63,-82.796745,27.972572
955,Indian Shores,1994,2012,61.041,-82.83932998,27.85032993
956,Pinelals County,2004,2012,63,-82.74,27.9
957,Redington Shores,2007,2012,62.288,-82.8249967,27.82349671
958,St. Pete Beach,2007,2012,61.926,-82.741943,27.724722
959,Treasure Island,1999,2012,58.135,-82.759659,27.745003
960,St. Augustine Beach,1995,2012,62.59,-81.312431,29.901243
961,St. Johns County,1996,2012,51.227,-81.41,29.91
962,Santa Rosa,2005,2012,20.303,-86.2288322,30.3960324
963,City of Sarasota,1999,2012,62.824,-82.546144,27.3370523
964,Sarasota County,1997,2012,4.3,-82.3331489,27.166997
965,New Smyrna Beach,1999,2012,63,-82.528267,27.341274
966,Walton,2009,2012,63,-86.617928,30.418776
967,Bay County,2002,2013,59.51,-85.63,30.24
968,Meixco Beach,2001,2013,20.071,-85.406361,29.941336
969,Panama City Beach,2009,2013,59.24,-85.805489,30.176592
970,Dania Beach,2011,2013,63,-80.14393,26.05231
971,Deerfield Beach,2000,2013,63,-80.088615,26.329422
972,Fort Lauderdale,2003,2013,63,-80.137314,26.12243
973,Hallandale Beach,2001,2013,63,-80.146024,25.986719
974,Hillsboro Beach,2007,2013,62.523,-82.35,27.91
975,Hollywoord,2011,2013,63,-80.142967,26.01128
976,Lauderdale By the Sea,2002,2013,62.727,-80.09643,26.19203
977,Pompano Beach,1999,2013,63,-80.122948,26.24354
978,Marco Island,1998,2013,61.73,-81.714722,25.940556
979,Jacksonville beach,2000,2013,63,-81.655647,30.332184
980,Neptune Beach,1999,2013,62.19,-81.396606,30.312866
981,Escambia COunty,2013,2013,63,-87.240372,30.433283
982,Flagler COunty,2001,2013,8.696,-81.3,29.47
983,Franklin County,1998,2013,0,-84.82,29.8
984,GUlf COunty,2001,2013,0,-85.24,29.9
985,Bonita SPrings,2001,2013,62.885,-81.7787,26.33981
986,Sanibel,1997,2013,18.295,-82.111511,26.443398
987,Anna Maria Island,2003,2013,48.185,-82.719,27.513
988,Bradenton ,1998,2013,62.262,-82.574821,27.498928
989,Golden Beach,1997,2013,62.783,-80.122481,25.964869
990,Miami Beach,2006,2013,62.908,-80.191788,25.761681
991,Sunny Isles Beach,2009,2013,62.826,-80.12166618,25.93832958
992,Village of Key Biscayne,2009,2013,59.277,-80.165059,25.6908507
993,Key West,1995,2013,59.945,-81.779984,24.555059
994,Marathon,1994,2013,52.206,-81.081161,24.723757
995,Monroe,1994,2013,0,-80.9372932,25.3128967
996,Village of Islamorada,1998,2013,26.75,-80.60816423,24.93482959
997,Destin,2004,2013,56.8,-86.495781,30.393534
998,Juno Beach,1998,2013,60.45,-80.05822,26.89307
999,Belleair Beach,2008,2013,61.847,-82.839377,27.924748
1000,Clearwater,1999,2013,62.733,-82.796745,27.972572
1001,Indian Shores,1994,2013,61.323,-82.83932998,27.85032993
1002,Pinelals County,2004,2013,62.623,-82.74,27.9
1003,Redington Shores,2007,2013,61.53,-82.8249967,27.82349671
1004,St. Pete Beach,2007,2013,61.484,-82.741943,27.724722
1005,Treasure Island,1999,2013,60.219,-82.759659,27.745003
1006,St. Augustine Beach,1995,2013,61.513,-81.312431,29.901243
1007,St. Johns County,1996,2013,44.679,-81.41,29.91
1008,Santa Rosa,2005,2013,24.576,-86.2288322,30.3960324
1009,City of Sarasota,1999,2013,62.855,-82.546144,27.3370523
1010,Sarasota County,1997,2013,7.098,-82.3331489,27.166997
1011,New Smyrna Beach,1999,2013,62.836,-82.528267,27.341274
1012,Walton,2009,2013,61.855,-86.617928,30.418776
